nbytes,chunksize,method,mode,runtime,version,Throughput (Gbps),chunk size (MB)
3200000000,3125000,polars-parquet,write,5.113463308998689,,5.006391647506111,3.125
3200000000,3125000,polars-parquet,read,2.0946346599994285,,12.221701707164048,3.125
3200000000,781250,polars-parquet,write,5.827327750999757,,4.393094243859542,0.78125
3200000000,781250,polars-parquet,read,2.4095373790005397,,10.624446096212342,0.78125
3200000000,200000000,polars-parquet,write,9.002719760999753,,2.8435851253418463,200.0
3200000000,200000000,polars-parquet,read,3.0981078059994616,,8.263108194758685,200.0
3200000000,50000000,polars-parquet,write,5.360433534000549,,4.775733126364211,50.0
3200000000,50000000,polars-parquet,read,2.582163076998768,,9.91416856202387,50.0
3200000000,12500000,polars-parquet,write,5.402135171001646,,4.738866983080938,12.5
3200000000,12500000,polars-parquet,read,2.14144043899978,,11.954570173316238,12.5
3200000000,3125000,polars-parquet,write,4.992829172000711,,5.12735347397068,3.125
3200000000,3125000,polars-parquet,read,1.963593802000105,,13.037319619731939,3.125
3200000000,781250,polars-parquet,write,5.217214440999669,,4.906833002458452,0.78125
3200000000,781250,polars-parquet,read,2.505714277000152,,10.216647698016228,0.78125
3200000000,200000000,polars-parquet,write,8.882737019999695,,2.8819945859436102,200.0
3200000000,200000000,polars-parquet,read,3.274136202999216,,7.818856154044405,200.0
3200000000,50000000,polars-parquet,write,6.093778946999009,,4.201005685085964,50.0
3200000000,50000000,polars-parquet,read,2.4193392919987673,,10.581401329141494,50.0
3200000000,12500000,polars-parquet,write,6.364094309999928,,4.022567666820182,12.5
3200000000,12500000,polars-parquet,read,2.187334626998563,,11.703741935054556,12.5
